City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
92,yanbu,24.0891,38.0637,20.02,73,0,1.54,SA,1705890425
93,queenstown,-31.8976,26.8753,15.47,78,0,1.19,ZA,1705890246
94,utrik,11.2278,169.8474,26.32,79,74,9.53,MH,1705890426
95,flin flon,54.7682,-101.865,-19.43,95,62,2.81,CA,1705890427
96,georgetown,5.4112,100.3354,28.96,77,20,2.57,MY,1705890426
97,margaret river,-33.95,115.0667,21.72,56,18,3.74,AU,1705890429
98,puerto baquerizo moreno,-0.9,-89.6,25.34,89,49,4.92,EC,1705890430
99,porto novo,6.4965,2.6036,27.9,88,0,1.11,BJ,1705890431
100,puerto deseado,-47.7503,-65.8938,17.96,53,54,6.19,AR,1705890432
101,perur,10.9667,76.9,22.45,83,20,1.03,IN,1705890433
102,bilibino,68.0546,166.4372,-15.51,97,100,1.33,RU,1705890434
103,yuzhno-kurilsk,44.0306,145.8556,-2.01,69,100,3.53,RU,1705890435
104,las khorey,11.1595,48.1967,23.85,65,66,4.64,SO,1705890436
105,paradip garh,20.3167,86.6167,20.59,78,73,4.8,IN,1705890437
106,chichicastenango,14.9333,-91.1167,14.49,96,24,1.34,GT,1705890438
107,enewetak,11.3474,162.3373,26.58,77,35,10.67,MH,1705890439
108,olonkinbyen,70.9221,-8.7187,-2.38,89,100,11.58,SJ,1705890439
109,berezovyy,51.6667,135.7,-21.3,73,23,0.68,RU,1705890440
110,longyearbyen,78.2186,15.6401,-8.09,62,0,3.6,SJ,1705890441
111,sinabang,2.4803,96.3801,27.66,77,36,1.27,ID,1705890442
112,hulan ergi,47.2042,123.6333,-20.73,72,27,2.36,CN,1705890443
113,knysna,-34.0363,23.0471,20.53,87,99,2.43,ZA,1705890444
114,ta`u,-14.2336,-169.5144,28.91,71,25,4.33,AS,1705890445
115,phan rang-thap cham,11.5667,108.9833,26.86,56,46,4.28,VN,1705890446
116,crane,31.3974,-102.3501,4.12,92,63,7.62,US,1705890447
117,puerto ayora,-0.7393,-90.3518,25.86,97,59,0.45,EC,1705890447
118,tyuratam,45.6507,63.3156,-5.6,67,100,7.48,KZ,1705890448
119,bella vista,36.4295,-94.2316,0.45,41,100,7.2,US,1705890323
120,mahibadhoo,3.7833,72.9667,27.81,78,16,6.04,MV,1705890449
121,yaren,-0.5472,166.916,29.46,71,11,6.35,NR,1705890450
122,alesund,62.4723,6.1549,6.51,65,75,9.26,NO,1705890451
123,skowhegan,44.7651,-69.7192,-10.31,74,4,2.15,US,1705890452
124,el granada,37.5027,-122.4694,16.57,87,100,8.23,US,1705890453
125,moroto,2.5345,34.6666,21.33,48,81,1.61,UG,1705890454
126,changyon,38.2508,125.0961,-9.32,72,100,10.71,KP,1705890455
127,schmitten,50.2667,8.45,3.13,89,74,5.69,DE,1705890456
128,el casar,38.5309,-5.9251,6.66,88,6,1.24,ES,1705890457
129,broome,42.2506,-75.833,-6.79,80,40,0.0,US,1705890458
130,kavaratti,10.5669,72.642,27.79,73,65,4.44,IN,1705890459
131,el calafate,-50.3408,-72.2768,13.92,80,67,3.8,AR,1705890459
132,luocheng,29.3848,104.0286,4.21,65,97,1.76,CN,1705890460
133,shangrao,28.4532,117.9686,2.09,91,100,4.87,CN,1705890461
134,pyapon,16.2833,95.6833,21.29,49,6,2.78,MM,1705890461
135,port mathurin,-19.6833,63.4167,28.25,86,37,8.65,MU,1705890462
136,fort mcmurray,56.7268,-111.381,-18.23,71,100,2.06,CA,1705890413
137,isla mujeres,21.2311,-86.731,24.03,76,100,8.55,MX,1705890464
138,ilabaya,-17.4208,-70.5133,22.18,75,57,1.79,PE,1705890464
139,isafjordur,66.0755,-23.124,-5.46,87,100,6.1,IS,1705890465
140,princeville,45.7668,-61.2985,-1.37,88,100,4.63,CA,1705890466
141,soria,41.6667,-2.6667,1.17,100,52,2.85,ES,1705890467
142,atafu village,-8.5421,-172.5159,29.68,72,42,4.36,TK,1705890468
143,ouadda,8.0777,22.4007,16.63,16,82,1.62,CF,1705890469
144,luderitz,-26.6481,15.1594,17.48,79,0,5.23,NA,1705890470
145,sittwe,20.15,92.9,20.58,59,98,3.47,MM,1705890471
146,veinticinco de mayo,-35.4323,-60.1727,19.99,64,0,0.89,AR,1705890471
147,nalut,30.3333,10.85,8.29,72,0,7.09,LY,1705890473
148,broken hill,-31.95,141.4333,27.87,24,0,6.14,AU,1705890285
149,port saint john's,-31.6229,29.5448,21.04,89,6,3.9,ZA,1705890474
150,fale old settlement,-9.3852,-171.2468,29.82,71,19,3.67,TK,1705890475
151,tommot,58.9564,126.2925,-13.32,93,100,5.01,RU,1705890475
152,murghob,38.1702,73.9667,-19.96,53,7,2.38,TJ,1705890476
153,tutoia,-2.7619,-42.2744,27.36,83,12,4.55,BR,1705890477
154,bayanhongor,46.7167,100.1167,-25.87,76,42,2.11,MN,1705890477
155,whitehorse,60.7161,-135.0538,-21.57,77,100,1.54,CA,1705890478
156,kete krachi,7.7939,-0.0498,27.26,39,0,1.09,GH,1705890479
157,nova sintra,14.8667,-24.7167,20.34,69,99,3.52,CV,1705890480
158,ordynskoye,54.3656,81.8994,-21.71,98,9,1.22,RU,1705890481
159,new norfolk,-42.7826,147.0587,15.72,45,94,1.77,AU,1705890481
160,neryungri,56.6709,124.6491,-18.51,97,100,1.24,RU,1705890259
161,vilyuysk,63.7553,121.6247,-25.56,98,100,3.13,RU,1705890483
162,luohe,33.5717,114.0353,-3.11,33,100,3.36,CN,1705890484
163,akureyri,65.6835,-18.0878,-18.43,96,33,1.96,IS,1705890484
164,dongola,19.1667,30.4833,18.0,20,0,4.64,SD,1705890485
165,vilyuchinsk,52.9306,158.4028,-5.85,80,33,1.44,RU,1705890486
166,hawaiian paradise park,19.5933,-154.9731,26.73,74,75,7.2,US,1705890342
167,boguchany,58.3814,97.4531,-18.97,98,93,1.34,RU,1705890489
168,udachny,66.4167,112.4,-14.75,84,100,6.98,RU,1705890489
169,bilozerka,46.6248,32.4425,-1.39,93,13,2.85,UA,1705890490
170,yarmouth,41.7057,-70.2286,-1.69,62,0,9.83,US,1705890491
171,puerto ayacucho,5.6639,-67.6236,29.95,48,81,3.07,VE,1705890492
172,warrnambool,-38.3833,142.4833,17.38,56,100,5.91,AU,1705890230
173,leander,30.5788,-97.8531,3.11,93,100,4.02,US,1705890493
174,auki,-8.7676,160.7034,29.03,77,69,2.75,SB,1705890494
175,mount isa,-20.7333,139.5,32.87,55,100,3.6,AU,1705890495
176,cabedelo,-6.9811,-34.8339,27.37,77,1,4.9,BR,1705890496
177,acarau,-2.8856,-40.12,27.23,81,7,4.99,BR,1705890497
178,vila franca do campo,37.7167,-25.4333,18.27,99,94,3.96,PT,1705890498
179,parun,35.4207,70.9221,-6.58,20,26,4.31,AF,1705890499
180,flying fish cove,-10.4217,105.6791,28.82,78,75,3.09,CX,1705890500
181,taoudenni,22.6783,-3.9836,20.56,10,100,4.74,ML,1705890501
182,ancud,-41.8697,-73.8203,13.77,83,0,1.38,CL,1705890502
183,pathein,16.7833,94.7333,22.6,47,11,3.11,MM,1705890504
184,stanley,54.868,-1.6985,9.01,69,40,17.49,GB,1705890504
185,at taj,24.2049,23.2857,12.52,66,71,4.66,LY,1705890506
186,castillos,-34.1667,-53.8333,17.75,75,6,3.16,UY,1705890506
187,belyy yar,53.6039,91.3903,-28.06,83,20,0.0,RU,1705890507
188,san antonio de pale,-1.4014,5.6325,27.07,83,0,3.95,GQ,1705890509
189,murzuq,25.9155,13.9184,12.39,64,29,4.32,LY,1705890511
190,bethel,41.3712,-73.414,-3.8,66,0,0.89,US,1705890512
191,el abiodh sidi cheikh,32.893,0.5484,7.0,69,3,2.16,DZ,1705890512
192,margate,51.3813,1.3862,12.05,91,100,9.83,GB,1705890513
193,uliastay,47.7417,96.8444,-23.19,67,2,2.65,MN,1705890514
194,ar rutbah,33.0381,40.2848,12.3,52,100,3.66,IQ,1705890515
195,sandnessjoen,66.0217,12.6316,-0.71,81,100,8.26,NO,1705890516
196,bereeda,11.8704,51.0579,23.73,74,42,5.1,SO,1705890517
197,belmonte,-15.8631,-38.8828,26.69,87,100,4.49,BR,1705890518
198,hilo,19.7297,-155.09,26.85,76,75,7.2,US,1705890520
199,segovia,41.1667,-4.0,2.46,73,52,2.16,ES,1705890521
200,chokwe,-24.5333,32.9833,19.6,93,0,1.36,MZ,1705890522
201,maun,-19.9833,23.4167,19.13,54,0,2.36,BW,1705890523
202,tezu,27.9167,96.1667,16.08,35,0,0.55,IN,1705890524
203,rikaze,29.25,88.8833,-5.5,30,0,1.33,CN,1705890525
204,kone,-21.0595,164.8658,31.45,63,100,2.03,NC,1705890526
205,dunedin,-45.8742,170.5036,19.33,84,80,2.68,NZ,1705890421
206,lompoc,34.6391,-120.4579,15.4,79,0,6.69,US,1705890530
207,espanola,35.9911,-106.0806,4.58,82,84,0.21,US,1705890237
208,eureka,40.8021,-124.1637,14.4,78,100,4.02,US,1705890532
209,miquelon,47.0975,-56.3814,-1.0,80,89,7.45,PM,1705890533
210,akrehamn,59.2667,5.1833,9.14,87,100,14.4,NO,1705890533
211,al ghayzah,16.2079,52.176,21.5,36,100,2.37,YE,1705890534
212,zhangye,38.9342,100.4517,-11.0,45,93,1.16,CN,1705890535
213,papatowai,-46.5619,169.4708,18.48,72,48,2.53,NZ,1705890536
214,kampong speu,11.5,104.3333,27.44,59,100,1.65,KH,1705890537
215,codrington,-38.2667,141.9667,18.21,52,100,6.37,AU,1705890537
216,bopolu,7.0667,-10.4875,23.24,98,7,0.82,LR,1705890538
217,petropavlovsk-kamchatsky,53.0452,158.6483,-6.67,77,75,4.0,RU,1705890539
218,nova vicosa,-17.8919,-39.3719,25.24,92,100,5.87,BR,1705890540
219,dryden,49.7833,-92.7503,-9.84,79,100,3.6,CA,1705890542
220,selkirk,50.1436,-96.8845,-8.85,86,100,0.22,CA,1705890491
221,xilin hot,43.9667,116.0333,-25.2,88,10,1.31,CN,1705890543
222,banda aceh,5.5577,95.3222,27.72,76,21,4.41,ID,1705890544
223,urzhar,47.093,81.6294,-13.81,67,0,2.34,KZ,1705890546
224,iskateley,67.6803,53.1512,-24.43,98,76,2.68,RU,1705890547
225,walvis bay,-22.9575,14.5053,19.49,93,13,2.22,NA,1705890547
226,bellerive-sur-allier,46.1163,3.4034,6.32,89,93,3.51,FR,1705890549
227,popondetta,-8.7537,148.2534,32.82,56,100,1.28,PG,1705890550
228,tongchuan,35.0806,109.0897,-9.46,47,16,1.76,CN,1705890551
229,newman,37.3138,-121.0208,15.64,83,100,4.47,US,1705890552
230,franceville,-1.6333,13.5836,23.74,82,99,1.65,GA,1705890552
231,pacific grove,36.6177,-121.9166,14.82,84,75,2.68,US,1705890553
232,judenburg,47.1667,14.6667,-3.99,73,65,1.76,AT,1705890554
233,torun,53.0137,18.5981,2.11,72,97,1.34,PL,1705890555
234,macusani,-14.0833,-70.4333,3.93,90,76,2.06,PE,1705890561
235,kaiama,9.6225,3.9481,22.88,11,0,2.4,NG,1705890561
236,colonia,50.9333,6.95,9.22,80,75,7.72,DE,1705890488
237,port blair,11.6667,92.75,26.02,73,10,2.57,IN,1705890563
238,haiku-pauwela,20.9219,-156.3051,26.01,69,40,4.63,US,1705890564
239,nemuro,43.3236,145.575,-1.34,64,79,6.23,JP,1705890565
240,rusk,31.796,-95.1502,3.84,49,40,3.6,US,1705890566
241,zapala,-38.8992,-70.0544,24.23,27,11,3.94,AR,1705890566
242,charters towers,-20.1,146.2667,34.47,39,100,3.44,AU,1705890567
243,boa vista,2.8197,-60.6733,27.99,61,0,6.69,BR,1705890568
244,kodiak,57.79,-152.4072,-2.27,86,100,11.83,US,1705890569
245,portland,45.5234,-122.6762,8.89,95,100,8.23,US,1705889795
246,waghai,20.7667,73.4833,16.91,31,86,1.8,IN,1705890572
247,sao felix do xingu,-6.6447,-51.995,23.77,92,59,0.52,BR,1705890577
248,callao,-12.0667,-77.15,26.51,78,40,8.23,PE,1705890578
249,saint-philippe,-21.3585,55.7679,24.77,88,100,2.72,RE,1705890579
250,arrifes,37.7667,-25.7,17.18,100,75,4.63,PT,1705890579
251,east london,-33.0153,27.9116,21.83,76,40,5.16,ZA,1705890581
252,hithadhoo,-0.6,73.0833,28.56,73,16,4.45,MV,1705890581
253,keflavik,64.0049,-22.5624,-4.76,74,0,12.35,IS,1705890582
254,port lincoln,-34.7333,135.8667,21.31,61,0,6.69,AU,1705890583
255,kogalym,62.2654,74.4791,-8.0,80,100,10.2,RU,1705890583
256,marat,25.0701,45.4615,14.62,41,1,4.49,SA,1705890584
257,lobujya,27.95,86.8167,-13.73,22,0,2.32,NP,1705890585
258,price,39.5994,-110.8107,1.73,86,100,0.0,US,1705890585
259,aksu,41.1231,80.2644,-6.99,58,98,1.87,CN,1705890586
260,gizo,-8.103,156.8419,30.1,74,80,5.31,SB,1705890587
261,san carlos del zulia,9.0,-71.9135,25.89,75,3,3.09,VE,1705890588
262,saint-pierre,-21.3393,55.4781,24.82,83,0,2.57,RE,1705890589
263,rumphi,-11.0186,33.8575,19.01,99,100,0.68,MW,1705890590
264,uribia,11.7139,-72.266,26.78,75,1,9.02,CO,1705890591
265,penhalonga,-18.8911,32.6978,12.65,84,2,1.41,ZW,1705890592
266,malabar,-33.9667,151.25,25.1,66,75,9.26,AU,1705890593
267,ilulissat,69.2167,-51.1,-13.99,51,100,6.69,GL,1705890594
268,semibratovo,57.3046,39.5369,-17.08,96,23,3.13,RU,1705890595
269,mugia,43.1041,-9.2179,15.51,93,84,12.7,ES,1705890595
270,mount vernon,40.9126,-73.8371,-2.2,54,0,6.17,US,1705890596
271,tsiombe,-25.3,45.4833,23.15,95,18,2.68,MG,1705890597
272,igarape miri,-1.975,-48.9597,24.65,95,19,1.49,BR,1705890597
273,mincivan,39.0294,46.7185,8.21,83,100,0.43,AZ,1705890598
274,ofunato,39.0717,141.7167,5.27,88,100,3.94,JP,1705890599
275,greymouth,-42.4667,171.2,21.15,70,99,3.04,NZ,1705890600
276,masuguru,-11.3667,38.4167,22.38,98,100,0.98,TZ,1705890601
277,nuuk,64.1835,-51.7216,-6.17,95,100,4.24,GL,1705890601
278,khovd,48.0056,91.6419,-20.11,87,6,0.44,MN,1705890602
279,ust-nera,64.5667,143.2,-39.29,98,97,3.33,RU,1705890603
280,lazaro cardenas,17.9583,-102.2,24.91,80,45,0.97,MX,1705890604
281,tual,-5.6667,132.75,28.43,75,100,6.26,ID,1705890605
282,jinghong,21.991,100.7341,21.69,44,42,0.91,CN,1705890607
283,road town,18.4167,-64.6167,26.02,78,40,4.12,VG,1705890608
284,vallenar,-28.5708,-70.7581,22.52,55,3,0.81,CL,1705890609
285,ghat,24.9647,10.1728,12.44,20,15,1.14,LY,1705890610
286,gorontalo,0.5412,123.0595,30.46,59,100,2.65,ID,1705890610
287,kargasok,59.0556,80.8572,-15.58,82,100,4.02,RU,1705890611
288,nagqu,31.5,92.0,-15.94,52,1,1.5,CN,1705890612
289,quellon,-43.1167,-73.6167,13.19,86,0,4.25,CL,1705890613
290,vegreville,53.5001,-112.0518,-12.61,81,100,4.12,CA,1705890614
291,nosy varika,-20.5833,48.5333,24.48,92,100,2.15,MG,1705890615
292,sault ste. marie,46.5168,-84.3333,-2.84,72,100,6.17,CA,1705890434
293,sarnia,42.9787,-82.4041,-5.93,53,75,5.66,CA,1705890606
294,lisakovsk,52.5369,62.4936,-12.33,91,99,3.97,KZ,1705890618
295,kuanda,56.3161,116.0806,-24.33,95,92,0.35,RU,1705890619
296,baiao,-2.7906,-49.6717,23.76,97,47,1.28,BR,1705890620
297,korla,41.7597,86.1469,-5.53,46,100,3.68,CN,1705890621
298,gunupur,19.0833,83.8167,23.97,71,79,1.55,IN,1705890622
299,port alfred,-33.5906,26.891,22.32,91,95,2.24,ZA,1705890426
300,sao bras de alportel,37.1531,-7.8875,11.27,82,0,3.6,PT,1705890623
301,bubaque,11.2833,-15.8333,25.5,78,100,6.59,GW,1705890625
302,cienfuegos,22.1461,-80.4356,20.08,77,80,4.63,CU,1705890522
303,bemidji,47.4736,-94.8803,-6.64,83,100,3.6,US,1705890404
304,acambay,19.9558,-99.8417,10.58,69,63,1.58,MX,1705890627
305,labrador city,52.9463,-66.9114,-20.05,77,40,2.57,CA,1705890628
306,harnai,30.1005,67.9374,9.31,28,0,1.55,PK,1705890629
307,tuchola,53.5879,17.8591,1.88,81,100,6.73,PL,1705890629
308,mccomb,31.2438,-90.4531,3.93,38,100,0.0,US,1705890631
309,naze,28.3667,129.4833,14.51,74,90,8.93,JP,1705890632
310,ola,59.5833,151.2833,-26.59,98,96,1.32,RU,1705890633
311,natal,-5.795,-35.2094,28.36,78,20,2.57,BR,1705890625
312,gebre guracha,9.8,38.4,13.08,71,99,1.11,ET,1705890635
313,tazovsky,67.4667,78.7,-7.87,95,100,4.45,RU,1705890636
314,urengoy,65.9667,78.3667,-9.79,88,100,7.76,RU,1705890636
315,menongue,-14.6585,17.691,16.82,83,100,0.45,AO,1705890582
316,batang,-6.4846,110.7083,28.95,75,100,3.16,ID,1705890638
317,tolanaro,-25.0319,46.9987,25.04,88,40,3.09,MG,1705890639
318,glace bay,46.1969,-59.957,-1.12,93,100,7.72,CA,1705890639
319,susuman,62.7833,148.1667,-41.68,100,98,1.34,RU,1705890640
320,praia da vitoria,38.7333,-27.0667,18.14,88,75,5.59,PT,1705890641
321,huai yot,7.7893,99.6348,27.79,74,59,2.16,TH,1705890482
322,cabo san lucas,22.8909,-109.9124,22.61,72,100,3.6,MX,1705890308
323,wanganui,-39.9333,175.05,24.77,86,100,4.02,NZ,1705890644
324,as sulayyil,20.4607,45.5779,13.14,39,0,3.81,SA,1705890645
325,west wodonga,-36.1257,146.8486,29.86,94,28,0.5,AU,1705890645
326,soufriere,13.8562,-61.0566,25.78,89,75,8.23,LC,1705890646
327,guangming,45.3333,122.7833,-16.91,59,2,3.66,CN,1705890647
328,mil'kovo,55.6078,37.7956,-10.78,100,100,2.92,RU,1705890647
329,vernon,50.2581,-119.2691,2.56,89,100,0.0,CA,1705890613
330,kapa'a,22.0752,-159.319,25.99,89,100,5.14,US,1705890649
331,turpan,42.9333,89.1667,-2.08,46,100,0.28,CN,1705890650
332,weno,7.4515,151.8468,28.97,79,100,5.66,FM,1705890652
333,i-n-salah,27.1935,2.4607,14.39,48,0,6.57,DZ,1705890653
334,asifabad,19.3667,79.2833,23.4,42,50,1.91,IN,1705890654
335,perros-guirec,48.8145,-3.4396,13.61,81,100,15.16,FR,1705890655
336,metu,8.3,35.5833,16.43,65,100,1.23,ET,1705890655
337,punta del este,-34.9667,-54.95,20.49,75,0,3.09,UY,1705890656
338,al khums,32.6486,14.2619,14.1,63,89,6.93,LY,1705890657
339,talent,42.2457,-122.7887,11.14,84,100,1.54,US,1705890657
340,omuo-ekiti,7.7583,5.7223,21.91,15,0,2.17,NG,1705890658
341,korkuteli,37.065,30.1957,8.0,94,100,2.82,TR,1705890659
342,tottori,35.5,134.2333,10.04,66,75,3.09,JP,1705890660
343,ciudad acuna,29.3232,-100.9522,6.16,80,100,5.14,MX,1705890660
344,sicuani,-14.2694,-71.2261,8.04,90,100,1.43,PE,1705890661
345,santo antonio,-6.3106,-35.4789,25.85,83,32,1.52,BR,1705890662
346,daru,-9.0763,143.2092,31.13,65,100,6.12,PG,1705890663
347,happy valley-goose bay,53.3168,-60.3315,-18.83,65,20,1.54,CA,1705890664
348,lithgow,-33.4833,150.15,15.36,45,4,3.1,AU,1705890521
349,gazojak,41.1875,61.4036,2.47,41,6,2.77,TM,1705890665
350,bartica,6.4,-58.6167,24.18,95,3,0.99,GY,1705890666
351,mili,6.0815,171.735,27.64,81,48,8.64,MH,1705890667
352,belo sur tsiribihina,-19.7,44.55,24.4,93,100,2.24,MG,1705890667
353,abepura,-2.6333,140.5833,30.45,62,20,4.63,ID,1705890668
354,tralee,52.2704,-9.7026,7.16,79,36,9.89,IE,1705890670
355,keskin,39.6731,33.6136,-3.55,80,80,4.31,TR,1705890671
356,kourou,5.1552,-52.6478,27.03,81,56,4.56,GF,1705890607
357,port isabel,26.0734,-97.2086,9.48,100,100,0.0,US,1705890672
358,lagoa,39.05,-27.9833,16.68,91,48,9.21,PT,1705890673
359,zalesovo,53.9939,84.7431,-23.74,97,8,1.06,RU,1705890674
360,ebon,4.582,168.6964,27.76,82,8,7.54,MH,1705890675
361,guanica,17.9716,-66.908,25.59,63,31,3.42,PR,1705890676
362,sanatoga,40.2451,-75.5952,-3.66,63,0,2.57,US,1705890677
363,tindouf,27.6711,-8.1474,14.25,21,0,2.57,DZ,1705890678
364,zhanaozen,43.3,52.8,2.65,80,100,7.8,KZ,1705890680
365,key largo,25.0865,-80.4473,20.0,59,100,11.44,US,1705890532
